File,Alphabet,TS,Depth,Entropy
paper3,Byte,256,3,176781.7
paper3,Byte,256,4,179544.8
paper3,Byte,256,5,182888.8
paper3,Byte,256,6,185025.8
paper3,Byte,256,7,186201.2
paper3,Byte,256,8,188042.2
paper3,Byte,256,9,189361.7
paper3,Byte,512,1,175652.8
paper3,Byte,512,2,167547.5
paper3,Byte,512,3,170775.8
paper3,Byte,512,4,174292
paper3,Byte,512,5,176765
paper3,Byte,512,6,178669.2
paper3,Byte,512,7,181166.4
paper3,Byte,512,8,181590.9
paper3,Byte,512,9,183240
paper3,Byte,1024,1,175677.8
paper3,Byte,1024,2,165235.1
paper3,Byte,1024,3,166372.4
paper3,Byte,1024,4,169235.4
paper3,Byte,1024,5,171253.9
paper3,Byte,1024,6,172896.9
paper3,Byte,1024,7,174124.8
paper3,Byte,1024,8,175585.3
paper3,Byte,1024,9,176492
paper3,Byte,2048,1,175677.8
paper3,Byte,2048,2,163867.1
paper3,Byte,2048,3,163809.8
paper3,Byte,2048,4,165530.4
paper3,Byte,2048,5,167006.7
paper3,Byte,2048,6,168327.3
paper3,Byte,2048,7,169482.3
paper3,Byte,2048,8,170533
paper3,Byte,2048,9,171700.3
paper3,Byte,4096,1,175677.8
paper3,Byte,4096,2,163447.3
paper3,Byte,4096,3,161730.8
paper3,Byte,4096,4,162838
paper3,Byte,4096,5,163880.2
paper3,Byte,4096,6,164960
paper3,Byte,4096,7,166045.7
paper3,Byte,4096,8,166708.6
paper3,Byte,4096,9,167213.3
paper3,Byte,8192,1,175677.8
paper3,Byte,8192,2,163314.3
paper3,Byte,8192,3,160961.9
paper3,Byte,8192,4,161501.9
paper3,Byte,8192,5,161752.6
paper3,Byte,8192,6,162650.5
paper3,Byte,8192,7,163196.2
paper3,Byte,8192,8,163477.5
paper3,Byte,8192,9,163850
paper3,Byte,16384,1,175677.8
paper3,Byte,16384,2,161796.4
paper3,Byte,16384,3,159862.5
paper3,Byte,16384,4,160078.7
paper3,Byte,16384,5,160289.1
paper3,Byte,16384,6,160732.5
paper3,Byte,16384,7,161091.1
paper3,Byte,16384,8,161392.2
paper3,Byte,16384,9,161802
paper3,Byte,32768,1,175677.8
paper3,Byte,32768,2,161796.4
paper3,Byte,32768,3,159489.8
paper3,Byte,32768,4,159641.3
paper3,Byte,32768,5,159786.7
paper3,Byte,32768,6,160057.9
paper3,Byte,32768,7,160204.1
paper3,Byte,32768,8,160301.6
paper3,Byte,32768,9,160539.1
paper3,Byte,65536,1,175677.8
paper3,Byte,65536,2,161796.4
paper3,Byte,65536,3,159316.3
paper3,Byte,65536,4,159423
paper3,Byte,65536,5,159737.6
paper3,Byte,65536,6,159755.9
paper3,Byte,65536,7,159780.2
paper3,Byte,65536,8,159817.4
paper3,Byte,65536,9,159895.8
paper3,Byte,131072,1,175677.8
paper3,Byte,131072,2,161796.4
paper3,Byte,131072,3,159070.9
paper3,Byte,131072,4,159022.7
paper3,Byte,131072,5,159067.6
paper3,Byte,131072,6,159068.8
paper3,Byte,131072,7,159077.4
paper3,Byte,131072,8,159063.6
paper3,Byte,131072,9,159119.4
paper3,Byte,262144,1,175677.8
paper3,Byte,262144,2,161796.4
paper3,Byte,262144,3,159054
paper3,Byte,262144,4,159047.4
paper3,Byte,262144,5,159061
paper3,Byte,262144,6,159086.3
paper3,Byte,262144,7,159056.8
paper3,Byte,262144,8,159041.1
paper3,Byte,262144,9,159082.3
paper3,Byte,524288,1,175677.8
paper3,Byte,524288,2,161796.4
paper3,Byte,524288,3,159046
paper3,Byte,524288,4,159044.2
paper3,Byte,524288,5,159071.2
paper3,Byte,524288,6,159082.9
paper3,Byte,524288,7,159097.5
paper3,Byte,524288,8,159103.3
paper3,Byte,524288,9,159134.8
paper4,Byte,128,1,52795.94
paper4,Byte,128,2,53624.91
paper4,Byte,128,3,54730.99
paper4,Byte,128,4,55618.87
paper4,Byte,128,5,56109.38
paper4,Byte,128,6,56549.36
paper4,Byte,128,7,57799.93
paper4,Byte,128,8,57512.06
paper4,Byte,128,9,58695.05
paper4,Byte,256,1,52795.94
paper4,Byte,256,2,52783.15
paper4,Byte,256,3,53531.41
paper4,Byte,256,4,54188.45
paper4,Byte,256,5,54502.9
paper4,Byte,256,6,55748.5
paper4,Byte,256,7,56303.14
paper4,Byte,256,8,57099.49
paper4,Byte,256,9,56749.63
paper4,Byte,512,1,52795.94
paper4,Byte,512,2,52010.95
paper4,Byte,512,3,52582.69
paper4,Byte,512,4,52991.81
paper4,Byte,512,5,53387.21
paper4,Byte,512,6,53577.18
paper4,Byte,512,7,53942.62
paper4,Byte,512,8,54902.24
paper4,Byte,512,9,55053.21
paper4,Byte,1024,1,52797.9
paper4,Byte,1024,2,51769.87
paper4,Byte,1024,3,51966.16
paper4,Byte,1024,4,52118.38
paper4,Byte,1024,5,52499.51
paper4,Byte,1024,6,52732.54
paper4,Byte,1024,7,52957.76
paper4,Byte,1024,8,53222.9
paper4,Byte,1024,9,53443
paper4,Byte,2048,1,52797.9
paper4,Byte,2048,2,51611.52
paper4,Byte,2048,3,51750.25
paper4,Byte,2048,4,51865.94
paper4,Byte,2048,5,52098.5
paper4,Byte,2048,6,52194.63
paper4,Byte,2048,7,52314.86
paper4,Byte,2048,8,52431.1
paper4,Byte,2048,9,52624.23
paper4,Byte,4096,1,52797.9
paper4,Byte,4096,2,51545.39
paper4,Byte,4096,3,51572.35
paper4,Byte,4096,4,51593.4
paper4,Byte,4096,5,51717.09
paper4,Byte,4096,6,51789.88
paper4,Byte,4096,7,51859.68
paper4,Byte,4096,8,51998.11
paper4,Byte,4096,9,52071.98
paper4,Byte,8192,1,52797.9
paper4,Byte,8192,2,51532.21
paper4,Byte,8192,3,51480.16
paper4,Byte,8192,4,51457.39
paper4,Byte,8192,5,51538.95
paper4,Byte,8192,6,51524.43
paper4,Byte,8192,7,51536.35
paper4,Byte,8192,8,51593.16
paper4,Byte,8192,9,51687.48
paper4,Byte,16384,1,52797.9
paper4,Byte,16384,2,51341.86
paper4,Byte,16384,3,51288.93
paper4,Byte,16384,4,51289.81
paper4,Byte,16384,5,51315.28
paper4,Byte,16384,6,51308.96
paper4,Byte,16384,7,51291.32
paper4,Byte,16384,8,51324.13
paper4,Byte,16384,9,51326.2
paper4,Byte,32768,1,52797.9
paper4,Byte,32768,2,51341.86
paper4,Byte,32768,3,51280.6
paper4,Byte,32768,4,51274.36
paper4,Byte,32768,5,51322.65
paper4,Byte,32768,6,51287.53
paper4,Byte,32768,7,51268.09
paper4,Byte,32768,8,51278.81
paper4,Byte,32768,9,51285.96
paper4,Byte,65536,1,52797.9
paper4,Byte,65536,2,51341.86
paper4,Byte,65536,3,51258.43
paper4,Byte,65536,4,51230.17
paper4,Byte,65536,5,51264.16
paper4,Byte,65536,6,51244.18
paper4,Byte,65536,7,51237.09
paper4,Byte,65536,8,51246.38
paper4,Byte,65536,9,51249.67
paper4,Byte,131072,1,52797.9
paper4,Byte,131072,2,51341.86
paper4,Byte,131072,3,51257.88
paper4,Byte,131072,4,51246.38
paper4,Byte,131072,5,51252.81
paper4,Byte,131072,6,51265.28
paper4,Byte,131072,7,51258.78
paper4,Byte,131072,8,51262.97
paper4,Byte,131072,9,51255.1
paper4,Byte,262144,1,52797.9
paper4,Byte,262144,2,51341.86
paper4,Byte,262144,3,51233.52
paper4,Byte,262144,4,51239.95
paper4,Byte,262144,5,51244.89
paper4,Byte,262144,6,51259.38
paper4,Byte,262144,7,51252.29
paper4,Byte,262144,8,51254.47
paper4,Byte,262144,9,51256.15
paper4,Byte,524288,1,52797.9
paper4,Byte,524288,2,51341.86
paper4,Byte,524288,3,51233.14
paper4,Byte,524288,4,51247.27
paper4,Byte,524288,5,51246.16
paper4,Byte,524288,6,51257.33
paper4,Byte,524288,7,51259.94
paper4,Byte,524288,8,51263.46
paper4,Byte,524288,9,51266.12
paper5,Byte,128,1,50146.78
paper5,Byte,128,2,51887.97
paper5,Byte,128,3,53001.74
paper5,Byte,128,4,53712.06
paper5,Byte,128,5,54419.49
paper5,Byte,128,6,54086.85
paper5,Byte,128,7,55183.49
paper5,Byte,128,8,55350.69
paper5,Byte,128,9,55824.93
paper5,Byte,256,1,50146.78
paper5,Byte,256,2,51006.1
paper5,Byte,256,3,51857.67
paper5,Byte,256,4,52735.06
paper5,Byte,256,5,52291.84
paper5,Byte,256,6,52802.15
paper5,Byte,256,7,53023.9
paper5,Byte,256,8,55020.74
paper5,Byte,256,9,55073.82
paper5,Byte,512,1,50146.78
paper5,Byte,512,2,50280.2
paper5,Byte,512,3,50635.2
paper5,Byte,512,4,51155.69
paper5,Byte,512,5,51941.07
paper5,Byte,512,6,51518.88
paper5,Byte,512,7,51776.14
paper5,Byte,512,8,52546.99
paper5,Byte,512,9,52834.25
paper5,Byte,1024,1,50165.66
paper5,Byte,1024,2,49910.64
paper5,Byte,1024,3,50203.95
paper5,Byte,1024,4,50272.69
paper5,Byte,1024,5,50593.45
paper5,Byte,1024,6,50760.21
paper5,Byte,1024,7,51020.65
paper5,Byte,1024,8,51209.69
paper5,Byte,1024,9,51356.19
paper5,Byte,2048,1,50165.66
paper5,Byte,2048,2,49658.4
paper5,Byte,2048,3,49687.95
paper5,Byte,2048,4,49638.71
paper5,Byte,2048,5,49879.53
paper5,Byte,2048,6,50027.8
paper5,Byte,2048,7,50210.14
paper5,Byte,2048,8,50352.6
paper5,Byte,2048,9,50469.63
paper5,Byte,4096,1,50165.66
paper5,Byte,4096,2,49590.22
paper5,Byte,4096,3,49538.56
paper5,Byte,4096,4,49403.08
paper5,Byte,4096,5,49522.56
paper5,Byte,4096,6,49609.62
paper5,Byte,4096,7,49713.23
paper5,Byte,4096,8,49791.61
paper5,Byte,4096,9,49817.71
paper5,Byte,8192,1,50165.66
paper5,Byte,8192,2,49561.58
paper5,Byte,8192,3,49452.08
paper5,Byte,8192,4,49264.68
paper5,Byte,8192,5,49318.77
paper5,Byte,8192,6,49335.75
paper5,Byte,8192,7,49363.81
paper5,Byte,8192,8,49417.1
paper5,Byte,8192,9,49469.61
paper5,Byte,16384,1,50165.66
paper5,Byte,16384,2,49328.62
paper5,Byte,16384,3,49244.61
paper5,Byte,16384,4,49182.98
paper5,Byte,16384,5,49230.48
paper5,Byte,16384,6,49242.14
paper5,Byte,16384,7,49237.61
paper5,Byte,16384,8,49249.24
paper5,Byte,16384,9,49222.49
paper5,Byte,32768,1,50165.66
paper5,Byte,32768,2,49328.62
paper5,Byte,32768,3,49253.06
paper5,Byte,32768,4,49191.38
paper5,Byte,32768,5,49219.84
paper5,Byte,32768,6,49206.11
paper5,Byte,32768,7,49212.33
paper5,Byte,32768,8,49194.91
paper5,Byte,32768,9,49199.33
paper5,Byte,65536,1,50165.66
paper5,Byte,65536,2,49328.62
paper5,Byte,65536,3,49249.25
paper5,Byte,65536,4,49214.93
paper5,Byte,65536,5,49232.77
paper5,Byte,65536,6,49227.43
paper5,Byte,65536,7,49218.08
paper5,Byte,65536,8,49211
paper5,Byte,65536,9,49200.48
paper5,Byte,131072,1,50165.66
paper5,Byte,131072,2,49328.62
paper5,Byte,131072,3,49247.5
paper5,Byte,131072,4,49223.04
paper5,Byte,131072,5,49232.33
paper5,Byte,131072,6,49226.12
paper5,Byte,131072,7,49217.85
paper5,Byte,131072,8,49204.46
paper5,Byte,131072,9,49213.79
paper5,Byte,262144,1,50165.66
paper5,Byte,262144,2,49328.62
paper5,Byte,262144,3,49246.61
paper5,Byte,262144,4,49220.24
paper5,Byte,262144,5,49225.88
paper5,Byte,262144,6,49216.78
paper5,Byte,262144,7,49213.85
paper5,Byte,262144,8,49214.15
paper5,Byte,262144,9,49217.42
paper5,Byte,524288,1,50165.66
paper5,Byte,524288,2,49328.62
paper5,Byte,524288,3,49257
paper5,Byte,524288,4,49239.06
paper5,Byte,524288,5,49244.85
paper5,Byte,524288,6,49239.58
paper5,Byte,524288,7,49237.02
paper5,Byte,524288,8,49235.33
paper5,Byte,524288,9,49241.28
paper6,Byte,128,1,149227.5
paper6,Byte,128,2,154020.4
paper6,Byte,128,3,160600.6
paper6,Byte,128,4,164544.8
paper6,Byte,128,5,168133.7
paper6,Byte,128,6,170691.5
paper6,Byte,128,7,171980.7
paper6,Byte,128,8,172730.1
paper6,Byte,128,9,173901.8
paper6,Byte,256,1,149227.5
paper6,Byte,256,2,147221.3
paper6,Byte,256,3,152601
paper6,Byte,256,4,158701.7
paper6,Byte,256,5,161215.1
paper6,Byte,256,6,164082.7
paper6,Byte,256,7,164263.1
paper6,Byte,256,8,166109
paper6,Byte,256,9,167715.7
paper6,Byte,512,1,149227.5
paper6,Byte,512,2,141967.7
paper6,Byte,512,3,145398.8
paper6,Byte,512,4,150571.1
paper6,Byte,512,5,152249.9
paper6,Byte,512,6,155159
paper6,Byte,512,7,156979.5
paper6,Byte,512,8,160205.5
paper6,Byte,512,9,161592
paper6,Byte,1024,1,149240.6
paper6,Byte,1024,2,137941.8
paper6,Byte,1024,3,139465.6
paper6,Byte,1024,4,142594
paper6,Byte,1024,5,145088.7
paper6,Byte,1024,6,147775.8
paper6,Byte,1024,7,149732.6
paper6,Byte,1024,8,151521.4
paper6,Byte,1024,9,154087.5
paper6,Byte,2048,1,149240.6
paper6,Byte,2048,2,136330
paper6,Byte,2048,3,136282.6
paper6,Byte,2048,4,138574
paper6,Byte,2048,5,140333.8
paper6,Byte,2048,6,141861.6
paper6,Byte,2048,7,144399.8
paper6,Byte,2048,8,144545.6
paper6,Byte,2048,9,146635.2
paper6,Byte,4096,1,149240.6
paper6,Byte,4096,2,135734.1
paper6,Byte,4096,3,134265.1
paper6,Byte,4096,4,135677.1
paper6,Byte,4096,5,137088.9
paper6,Byte,4096,6,138367
paper6,Byte,4096,7,139546.8
paper6,Byte,4096,8,140325.8
paper6,Byte,4096,9,141410.7
paper6,Byte,8192,1,149240.6
paper6,Byte,8192,2,135264.6
paper6,Byte,8192,3,133039
paper6,Byte,8192,4,133712.1
paper6,Byte,8192,5,134481.4
paper6,Byte,8192,6,135244.9
paper6,Byte,8192,7,136152
paper6,Byte,8192,8,136705.6
paper6,Byte,8192,9,137528.5
paper6,Byte,16384,1,149240.6
paper6,Byte,16384,2,133954.7
paper6,Byte,16384,3,131877.2
paper6,Byte,16384,4,132138.9
paper6,Byte,16384,5,132559.9
paper6,Byte,16384,6,132975.5
paper6,Byte,16384,7,133404.1
paper6,Byte,16384,8,133802.1
paper6,Byte,16384,9,134221.4
paper6,Byte,32768,1,149240.6
paper6,Byte,32768,2,133954.7
paper6,Byte,32768,3,131563.1
paper6,Byte,32768,4,131667.2
paper6,Byte,32768,5,131943.9
paper6,Byte,32768,6,132128
paper6,Byte,32768,7,132339.5
paper6,Byte,32768,8,132545.3
paper6,Byte,32768,9,132755.4
paper6,Byte,65536,1,149240.6
paper6,Byte,65536,2,133954.7
paper6,Byte,65536,3,131486.2
paper6,Byte,65536,4,131563.4
paper6,Byte,65536,5,131707
paper6,Byte,65536,6,131791.5
paper6,Byte,65536,7,131853.5
paper6,Byte,65536,8,131977.7
paper6,Byte,65536,9,132017.6
paper6,Byte,131072,1,149240.6
paper6,Byte,131072,2,133954.7
paper6,Byte,131072,3,131431.2
paper6,Byte,131072,4,131429
paper6,Byte,131072,5,131476.5
paper6,Byte,131072,6,131490.1
paper6,Byte,131072,7,131535
paper6,Byte,131072,8,131569.6
paper6,Byte,131072,9,131596.6
paper6,Byte,262144,1,149240.6
paper6,Byte,262144,2,133954.7
paper6,Byte,262144,3,131418.5
paper6,Byte,262144,4,131392.5
paper6,Byte,262144,5,131439.5
paper6,Byte,262144,6,131426.5
paper6,Byte,262144,7,131471.4
paper6,Byte,262144,8,131474
paper6,Byte,262144,9,131498.3
paper6,Byte,524288,1,149240.6
paper6,Byte,524288,2,133954.7
paper6,Byte,524288,3,131386.9
paper6,Byte,524288,4,131349
paper6,Byte,524288,5,131416.6
paper6,Byte,524288,6,131384.7
paper6,Byte,524288,7,131425
paper6,Byte,524288,8,131414.7
paper6,Byte,524288,9,131429.8
pic,Byte,128,1,639208.2
pic,Byte,128,2,664872.5
pic,Byte,128,3,650807.1
pic,Byte,128,4,671961.7
pic,Byte,128,5,662664.3
pic,Byte,128,6,668726.1
pic,Byte,128,7,683184.7
pic,Byte,128,8,691864.9
pic,Byte,128,9,698872.9
pic,Byte,256,1,634983.5
pic,Byte,256,2,657653.2
pic,Byte,256,3,634251.6
pic,Byte,256,4,644488.9
pic,Byte,256,5,640524.5
pic,Byte,256,6,647940.3
pic,Byte,256,7,659707.4
pic,Byte,256,8,667079
pic,Byte,256,9,670093
pic,Byte,512,1,634983.5
pic,Byte,512,2,654604.1
pic,Byte,512,3,611568.4
pic,Byte,512,4,622235.2
pic,Byte,512,5,613447
pic,Byte,512,6,625107
pic,Byte,512,7,634626.6
pic,Byte,512,8,641671.7
pic,Byte,512,9,643390.2
pic,Byte,1024,1,634990.6
pic,Byte,1024,2,617429.8
pic,Byte,1024,3,605762.1
pic,Byte,1024,4,604947.3
pic,Byte,1024,5,602874.2
pic,Byte,1024,6,604282.3
pic,Byte,1024,7,605069.5
pic,Byte,1024,8,612335.2
pic,Byte,1024,9,617119.8
pic,Byte,2048,1,634990.6
pic,Byte,2048,2,617248.3
pic,Byte,2048,3,601391.3
pic,Byte,2048,4,595298.8
pic,Byte,2048,5,593873.1
pic,Byte,2048,6,592753.1
pic,Byte,2048,7,594765.2
pic,Byte,2048,8,596600
pic,Byte,2048,9,598731.8
pic,Byte,4096,1,634990.6
pic,Byte,4096,2,617282.6
pic,Byte,4096,3,601232.4
pic,Byte,4096,4,592369.3
pic,Byte,4096,5,586548.5
pic,Byte,4096,6,584930.4
pic,Byte,4096,7,585337.8
pic,Byte,4096,8,587894.6
pic,Byte,4096,9,583845.4
pic,Byte,8192,1,634990.6
pic,Byte,8192,2,615899.6
pic,Byte,8192,3,599599.1
pic,Byte,8192,4,591162.8
pic,Byte,8192,5,582608.2
pic,Byte,8192,6,581299.1
pic,Byte,8192,7,574844
pic,Byte,8192,8,580349.9
pic,Byte,8192,9,573782.2
pic,Byte,16384,1,634990.6
pic,Byte,16384,2,615950.1
pic,Byte,16384,3,594821.1
pic,Byte,16384,4,589176.5
pic,Byte,16384,5,580558.7
pic,Byte,16384,6,576801
pic,Byte,16384,7,571510.1
pic,Byte,16384,8,569202.1
pic,Byte,16384,9,566690
pic,Byte,32768,1,634990.6
pic,Byte,32768,2,615848.7
pic,Byte,32768,3,594872.2
pic,Byte,32768,4,589385.7
pic,Byte,32768,5,580407.8
pic,Byte,32768,6,575988.4
pic,Byte,32768,7,568555.6
pic,Byte,32768,8,566251.9
pic,Byte,32768,9,565096.9
pic,Byte,65536,1,634990.6
pic,Byte,65536,2,615848.7
pic,Byte,65536,3,594921.2
pic,Byte,65536,4,589494.6
pic,Byte,65536,5,578832.8
pic,Byte,65536,6,574850.6
pic,Byte,65536,7,568454.7
pic,Byte,65536,8,566311
pic,Byte,65536,9,565114.3
pic,Byte,131072,1,634990.6
pic,Byte,131072,2,615848.7
pic,Byte,131072,3,594906.3
pic,Byte,131072,4,589395.9
pic,Byte,131072,5,577089.7
pic,Byte,131072,6,574750.5
pic,Byte,131072,7,568226.9
pic,Byte,131072,8,566028.6
pic,Byte,131072,9,564707.3
pic,Byte,262144,1,634990.6
pic,Byte,262144,2,615848.7
pic,Byte,262144,3,594907.6
pic,Byte,262144,4,589422
pic,Byte,262144,5,577203
pic,Byte,262144,6,574906.2
pic,Byte,262144,7,568463.5
pic,Byte,262144,8,566246.2
pic,Byte,262144,9,564800.9
pic,Byte,524288,1,634990.6
pic,Byte,524288,2,615831.9
pic,Byte,524288,3,594820.8
pic,Byte,524288,4,589382.1
pic,Byte,524288,5,577170.2
pic,Byte,524288,6,574878
pic,Byte,524288,7,568463.3
pic,Byte,524288,8,566318.3
pic,Byte,524288,9,565130
progc,Byte,128,1,155431
progc,Byte,128,2,160841.1
progc,Byte,128,3,168342.4
progc,Byte,128,4,173277.1
progc,Byte,128,5,176809.9
progc,Byte,128,6,181287.2
progc,Byte,128,7,184373.1
progc,Byte,128,8,184900.6
progc,Byte,128,9,187051
progc,Byte,256,1,155431
progc,Byte,256,2,154615.2
progc,Byte,256,3,160681.7
progc,Byte,256,4,165000.3
progc,Byte,256,5,169232
progc,Byte,256,6,174058.2
progc,Byte,256,7,174346.6
progc,Byte,256,8,179014.3
progc,Byte,256,9,180542.5
progc,Byte,512,1,155431
progc,Byte,512,2,147187.2
progc,Byte,512,3,153001.2
progc,Byte,512,4,157794.9
progc,Byte,512,5,160932.9
progc,Byte,512,6,163811.7
progc,Byte,512,7,167388.3
progc,Byte,512,8,170393
progc,Byte,512,9,171298.5
progc,Byte,1024,1,155362.3
progc,Byte,1024,2,142880.8
progc,Byte,1024,3,145516.2
progc,Byte,1024,4,149074.9
progc,Byte,1024,5,153115.7
progc,Byte,1024,6,155261.6
progc,Byte,1024,7,157637.7
progc,Byte,1024,8,159636.4
progc,Byte,1024,9,161073.3
progc,Byte,2048,1,155362.3
progc,Byte,2048,2,140429.3
progc,Byte,2048,3,140493.7
progc,Byte,2048,4,142948.7
progc,Byte,2048,5,145692.8
progc,Byte,2048,6,147818.1
progc,Byte,2048,7,150024
progc,Byte,2048,8,151360.6
progc,Byte,2048,9,152885.9
progc,Byte,4096,1,155362.3
progc,Byte,4096,2,139219.3
progc,Byte,4096,3,137803
progc,Byte,4096,4,139613.2
progc,Byte,4096,5,140776.9
progc,Byte,4096,6,142108.1
progc,Byte,4096,7,143588.5
progc,Byte,4096,8,144920.6
progc,Byte,4096,9,146160.7
progc,Byte,8192,1,155362.3
progc,Byte,8192,2,138692.5
progc,Byte,8192,3,136326.6
progc,Byte,8192,4,136676.5
progc,Byte,8192,5,137380.4
progc,Byte,8192,6,138044.5
progc,Byte,8192,7,138923.3
progc,Byte,8192,8,139809.3
progc,Byte,8192,9,140660.2
progc,Byte,16384,1,155362.3
progc,Byte,16384,2,137492.3
progc,Byte,16384,3,135491.9
progc,Byte,16384,4,135294.9
progc,Byte,16384,5,135708.8
progc,Byte,16384,6,136117.5
progc,Byte,16384,7,136594.5
progc,Byte,16384,8,137034.7
progc,Byte,16384,9,137218.2
progc,Byte,32768,1,155362.3
progc,Byte,32768,2,137492.3
progc,Byte,32768,3,135286.1
progc,Byte,32768,4,134956.3
progc,Byte,32768,5,135159.2
progc,Byte,32768,6,135415.3
progc,Byte,32768,7,135629.3
progc,Byte,32768,8,135829.4
progc,Byte,32768,9,135937
progc,Byte,65536,1,155362.3
progc,Byte,65536,2,137492.3
progc,Byte,65536,3,135221.5
progc,Byte,65536,4,134861.7
progc,Byte,65536,5,134969.7
progc,Byte,65536,6,135054.9
progc,Byte,65536,7,135080.7
progc,Byte,65536,8,135177.4
progc,Byte,65536,9,135240.8
progc,Byte,131072,1,155362.3
progc,Byte,131072,2,137492.3
progc,Byte,131072,3,134993.5
progc,Byte,131072,4,134621.9
progc,Byte,131072,5,134721.3
progc,Byte,131072,6,134795.3
progc,Byte,131072,7,134832.7
progc,Byte,131072,8,134847.5
progc,Byte,131072,9,134843.7
progc,Byte,262144,1,155362.3
progc,Byte,262144,2,137492.3
progc,Byte,262144,3,134991.8
progc,Byte,262144,4,134611.6
progc,Byte,262144,5,134664.6
progc,Byte,262144,6,134706.8
progc,Byte,262144,7,134720.9
progc,Byte,262144,8,134727.9
progc,Byte,262144,9,134705.1
progc,Byte,524288,1,155362.3
progc,Byte,524288,2,137492.3
progc,Byte,524288,3,134979.1
progc,Byte,524288,4,134600.4
progc,Byte,524288,5,134623
progc,Byte,524288,6,134622.6
progc,Byte,524288,7,134625.8
progc,Byte,524288,8,134625.1
progc,Byte,524288,9,134603
progl,Byte,128,1,239142.7
progl,Byte,128,2,249141.8
progl,Byte,128,3,262395.6
progl,Byte,128,4,276813
progl,Byte,128,5,281997.7
progl,Byte,128,6,287923.7
progl,Byte,128,7,289112.1
progl,Byte,128,8,291741.6
progl,Byte,128,9,295805.3
progl,Byte,256,1,239142.7
progl,Byte,256,2,235612.2
progl,Byte,256,3,248636.4
progl,Byte,256,4,260670
progl,Byte,256,5,267150
progl,Byte,256,6,271520.9
progl,Byte,256,7,273115.9
progl,Byte,256,8,277073.9
progl,Byte,256,9,282518.5
progl,Byte,512,1,239142.7
progl,Byte,512,2,219538.5
progl,Byte,512,3,226103.2
progl,Byte,512,4,238368.1
progl,Byte,512,5,245923.5
progl,Byte,512,6,252428.4
progl,Byte,512,7,259506.9
progl,Byte,512,8,264959.7
progl,Byte,512,9,268570.1
progl,Byte,1024,1,239104.2
progl,Byte,1024,2,212179.4
progl,Byte,1024,3,213150.4
progl,Byte,1024,4,221954.4
progl,Byte,1024,5,228287.2
progl,Byte,1024,6,235172.8
progl,Byte,1024,7,240591
progl,Byte,1024,8,243254
progl,Byte,1024,9,249323.9
progl,Byte,2048,1,239104.2
progl,Byte,2048,2,207823.3
progl,Byte,2048,3,202210.6
progl,Byte,2048,4,207752
progl,Byte,2048,5,212660.5
progl,Byte,2048,6,217712
progl,Byte,2048,7,223370.1
progl,Byte,2048,8,228601.3
progl,Byte,2048,9,232314.6
progl,Byte,4096,1,239104.2
progl,Byte,4096,2,204195.2
progl,Byte,4096,3,197491.3
progl,Byte,4096,4,199153.3
progl,Byte,4096,5,202453.7
progl,Byte,4096,6,205647.9
progl,Byte,4096,7,209386.9
progl,Byte,4096,8,212263.3
progl,Byte,4096,9,214908.3
progl,Byte,8192,1,239104.2
progl,Byte,8192,2,203112.1
progl,Byte,8192,3,193531.9
progl,Byte,8192,4,193603.2
progl,Byte,8192,5,194864.5
progl,Byte,8192,6,197267.8
progl,Byte,8192,7,199614.4
progl,Byte,8192,8,201685.8
progl,Byte,8192,9,203655.5
progl,Byte,16384,1,239104.2
progl,Byte,16384,2,201262
progl,Byte,16384,3,192020.2
progl,Byte,16384,4,191109
progl,Byte,16384,5,191503.9
progl,Byte,16384,6,192503.6
progl,Byte,16384,7,193426.2
progl,Byte,16384,8,194553.1
progl,Byte,16384,9,195742.6
progl,Byte,32768,1,239104.2
progl,Byte,32768,2,201262
progl,Byte,32768,3,190715.3
progl,Byte,32768,4,189551
progl,Byte,32768,5,189638.5
progl,Byte,32768,6,189702.8
progl,Byte,32768,7,190137.6
progl,Byte,32768,8,190691.1
progl,Byte,32768,9,191271.3
progl,Byte,65536,1,239104.2
progl,Byte,65536,2,201262
progl,Byte,65536,3,190330.9
progl,Byte,65536,4,188995
progl,Byte,65536,5,188835.2
progl,Byte,65536,6,188809.8
progl,Byte,65536,7,188921.6
progl,Byte,65536,8,189043.4
progl,Byte,65536,9,189196.3
progl,Byte,131072,1,239104.2
progl,Byte,131072,2,201262
progl,Byte,131072,3,189926.7
progl,Byte,131072,4,188488.9
progl,Byte,131072,5,188224.7
progl,Byte,131072,6,188061
progl,Byte,131072,7,188001.1
progl,Byte,131072,8,188029.9
progl,Byte,131072,9,188055.3
progl,Byte,262144,1,239104.2
progl,Byte,262144,2,201262
progl,Byte,262144,3,189885.3
progl,Byte,262144,4,188442.4
progl,Byte,262144,5,188040.5
progl,Byte,262144,6,187888.7
progl,Byte,262144,7,187794.7
progl,Byte,262144,8,187821.1
progl,Byte,262144,9,187869.8
progl,Byte,524288,1,239104.2
progl,Byte,524288,2,201262
progl,Byte,524288,3,189851.1
progl,Byte,524288,4,188392.3
progl,Byte,524288,5,187961.4
progl,Byte,524288,6,187781.1
progl,Byte,524288,7,187641.3
progl,Byte,524288,8,187665.9
progl,Byte,524288,9,187669.7
progp,Byte,128,1,169191
progp,Byte,128,2,169827
progp,Byte,128,3,181302.4
progp,Byte,128,4,189974
progp,Byte,128,5,196634.9
progp,Byte,128,6,200397.9
progp,Byte,128,7,202710.1
